movieId,title,genres,overview,poster_url
2660,"Thing from Another World, The (1951)",Horror|Sci-Fi,Scientists and US Air Force officials fend off a blood-thirsty alien organism while investigating at a remote arctic outpost.,https://image.tmdb.org/t/p/w500/rm2w8dEhOGDuckB6i0Spz9lTzpR.jpg
2661,It Came from Outer Space (1953),Sci-Fi,"Aliens crashland near a small desert town, strewing odd bluish-glowing rocks throughout the area. Townfolk notice something is amiss when temperatures begin to soar, water disappears, power goes down and people seem not to be themselves.",https://image.tmdb.org/t/p/w500/fNd0HxEAqQyXVWqRYiks3aCSIvy.jpg
2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",https://image.tmdb.org/t/p/w500/yvirUYrva23IudARHn3mMGVxWqM.jpg
2663,It Came from Beneath the Sea (1955),Sci-Fi,"A giant octopus, whose feeding habits have been affected by radiation from H-Bomb tests, rises from the Mindanao Deep to terrorize the California Coast.",https://image.tmdb.org/t/p/w500/5Uhq7FinrZIpvoz8OUUL6yziHtO.jpg
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,"The residents of San Francisco are becoming drone-like shadows of their former selves, and as the phenomenon spreads, two Department of Health workers uncover the horrifying truth.",https://image.tmdb.org/t/p/w500/skS02wdeH2C0nrbCQP3qKwJdZtZ.jpg
2665,Earth vs. the Flying Saucers (1956),Sci-Fi,"Test space rockets exploding at liftoff and increased reporting of UFO sightings culminate in a direct attempt by alien survivors of a dead, extra-galactic civilization to invade Earth from impervious flying saucers, using ray-weapons of mass destruction.",https://image.tmdb.org/t/p/w500/qCOLglZvQgQAyWMCZodBo3wmgqp.jpg
2666,It Conquered the World (1956),Sci-Fi,"An alien from Venus tries to take over the world with the help of a disillusioned human scientist, as his wife, his best friend and the friend's wife try to intervene.",https://image.tmdb.org/t/p/w500/ed5aKwjf0xJ0yoX2faFUULVLqJJ.jpg
2667,"Mole People, The (1956)",Horror|Sci-Fi,"A woman travels to a town veiled in a conspiracy, to rescue her grandchildren from their father. To do this, she must fight through hell in the underground tunnels where the Mole People reside.",https://image.tmdb.org/t/p/w500/5mbiiEXb1xRKIFmna43hmVu3IYF.jpg
2668,Swamp Thing (1982),Horror|Sci-Fi,"Mutated by his own secret formula, Dr. Alec Holland becomes Swamp Thing, a half-human, half-plant superhero who will stop at nothing to rescue government agent Alice Cable and defeat his evil arch nemesis...even if it costs him his life.",https://image.tmdb.org/t/p/w500/7BGaE9A7UeyxH29aeFbQfzEmIi0.jpg
2669,Pork Chop Hill (1959),War,"Korean War, April 1953. Lieutenant Clemons, leader of the King company of the United States Infantry, is ordered to recapture Pork Chop Hill, occupied by a powerful Chinese Army force, while, just seventy miles away, at nearby the village of Panmunjom, a tense cease-fire conference is celebrated.",https://image.tmdb.org/t/p/w500/88LF3thfIx1BDqa5aErseoFXz58.jpg
2670,Run Silent Run Deep (1958),War,The captain of a submarine sunk by the Japanese during WWII is finally given a chance to skipper another sub after a year of working a desk job. His singleminded determination for revenge against the destroyer that sunk his previous vessel puts his new crew in unneccessary danger.,https://image.tmdb.org/t/p/w500/gIoao6u9DiTSyXWk4PFD0MX6PXx.jpg
2671,Notting Hill (1999),Comedy|Romance,London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance challenged by their vastly different worlds.,https://image.tmdb.org/t/p/w500/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg
2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,"In Los Angeles, a wealthy man, known as Mr. Fuller, discovers a shocking secret about the world he lives in. Fearing for his life, he leaves a desperate message for a friend of his in the most unexpected place.",https://image.tmdb.org/t/p/w500/7oaie3ZBc9UuWZLF24crro1pone.jpg
2673,Eternity and a Day (Mia aoniotita kai mia mera) (1998),Drama,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
2674,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,The story of the sexual development of a filmmaker through three stages of his life.,https://image.tmdb.org/t/p/w500/eVg5oHFnzEE51cZ8Tq1qe8iWMZk.jpg
2675,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The) (1998)",Comedy|Drama|Romance,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
2676,Instinct (1999),Drama|Thriller,Police pull over a woman who claims she just gave birth. But the baby — and the blood — aren't hers. Twisted lies unravel in this true-crime documentary.,https://image.tmdb.org/t/p/w500/dOWWCLSwXS1MBtGEFeItbloiUEN.jpg
2677,Buena Vista Social Club (1999),Documentary|Musical,"In this fascinating Oscar-nominated documentary, American guitarist Ry Cooder brings together a group of legendary Cuban folk musicians (some in their 90s) to record a Grammy-winning CD in their native city of Havana. The result is a spectacular compilation of concert footage from the group's gigs in Amsterdam and New York City's famed Carnegie Hall, with director Wim Wenders capturing not only the music -- but also the musicians' life stories.",https://image.tmdb.org/t/p/w500/b8psTDXSelHiab1I7L8rFdYs0IC.jpg
2678,Desert Blue (1999),Comedy,"An academic obsessed with roadside attractions and his tv-star daughter stop at a small desert town to see the world's largest ice cream cone, where, because of an accident that spilled an unknown substance all over the highway, they are forced to spend a few days with the towns eccentric residents.",https://image.tmdb.org/t/p/w500/m81tA5hmjJ4Xzp3Yxs0dcnl8B1q.jpg
2679,Finding North (1998),Comedy|Drama|Romance,"Rhonda, a big-haired bankteller from Brooklyn, encounters Travis, naked, suicidal and about to jump off the Brooklyn Bridge. Mistaking him for her perfect man, she stalks him all the way to Danton, Texas. Along the way she slowly comes to realize he is gay and is despondent over the AIDS-related death of his former lover. An alliance, and eventually true friendship, is formed between this extremely odd couple as they embark upon a 'treasure hunt' - with clues provided from beyond the grave.",https://image.tmdb.org/t/p/w500/dOOQX3rNvrlyqid54GC8YdF4ZdA.jpg
2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi,"Young filmmakers trying to hawk a movie titled ""Bradykillers"" about a serial killer who goes after victims Marcia, Jan, and Cindy meet their screen idol, William Shatner. The two young men, who idolize him and in their fantasies have seen him as a shadowy fairy godfather figure, are alarmed at the reality of the middle-aged non-Captain Kirk man that they meet.",https://image.tmdb.org/t/p/w500/tBkKj6pUgxIW8DvNJEjsbnWgifP.jpg
2682,Limbo (1999),Drama,"Travis, a jaded detective, arrives in the remote outback town of Limbo to investigate the cold case murder of local Indigenous girl Charlotte Hayes 20 years ago. As truths about the murder begin to unfold, the detective gains a new insight into the unsolved case.",https://image.tmdb.org/t/p/w500/g9I1TsGYWMOiFSMfyRTnjhP9hdN.jpg
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,"When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo,’ Austin must return to the swingin' '60s himself - with the help of American agent, Felicity Shagwell - to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions to try to save the world in his own unbelievably groovy way.",https://image.tmdb.org/t/p/w500/jiF7UShERJFn5RtgfBK2lIJrOTc.jpg
2685,"Red Dwarf, The (Nain rouge, Le) (1998)",Comedy|Drama,"Lucien is a dwarf, who works hard in a large legal office. His only friend is trapeze circus artist Isis. One day he gets the attention of singer Paola Bendoni and falls in love with her.",https://image.tmdb.org/t/p/w500/3xUBmPGoYzEFDX3nrNTpvZt6uva.jpg
2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,"300 years of a remarkable musical instrument. Crafted by the Italian master Bussotti (Cecchi) in 1681, the red violin has traveled through Austria, England, China, and Canada, leaving both beauty and tragedy in its wake. In Montreal, Samuel L Jackson plays an appraiser going over its complex history.",https://image.tmdb.org/t/p/w500/uPjq8PaNDhFQTzOu4Ce91f6BFgZ.jpg
2687,Tarzan (1999),Adventure|Animation|Children|Drama,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",https://image.tmdb.org/t/p/w500/bTvHlcqiOjGa3lFtbrTLTM3zasY.jpg
2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,"When the body of Army Capt. Elisabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",https://image.tmdb.org/t/p/w500/w8CMN81n7SON7ALPMlxZtOzBZB.jpg
2689,Get Bruce (1999),Documentary,"Affectionate tribute to Bruce Vilanch, who writes material for celebrities who make public appearances, from Oscar hosts and award recipients to Presidents. We meet his mom and see photos of his childhood; in Chicago, he writes for the Tribune and then heads West. Whoopi Goldberg, Billy Crystal, Robin Williams, and Bette Midler talk with him and to the camera about working with Bruce, and we also watch Bruce help others prepare for Liz Taylor's 60th, Bill Clinton's 50th, and an AIDS awards banquet where the hirsute, rotund Vilanch lets his emotions show.",https://image.tmdb.org/t/p/w500/f1uXB5YuDmaadM6wq5qTAIiK6Sr.jpg
2690,"Ideal Husband, An (1999)",Comedy|Romance,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",https://image.tmdb.org/t/p/w500/v0giIi4bTILVhNhJajet3WWY3FA.jpg
2693,Trekkies (1997),Documentary,"Denise Crosby takes a first look at the huge fans of ""Star Trek"" from around America and how the series has affected and shaped their lives.",https://image.tmdb.org/t/p/w500/o6MYZAcI2A7VfJkcIvCDbFPISLP.jpg
2694,Big Daddy (1999),Comedy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned. Now he's forced to grow up while navigating the challenges of fatherhood.",https://image.tmdb.org/t/p/w500/lEYg1X8RjqNB5NWEtodcbK7vm1G.jpg
2695,"Boys, The (1998)",Drama,"When an unsuspecting town newcomer is drawn to local blood fiends, the Frog brothers and other unlikely heroes gear up to rescue him.",https://image.tmdb.org/t/p/w500/nH1lvyQvfbL5GKScTtT6zkIvDEn.jpg
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,"For Pierre Brochant and his friends, Wednesday is “Idiots' Day”. The idea is simple: each person has to bring along an idiot. The one who brings the most spectacular idiot wins the prize. Tonight, Brochant is ecstatic. He has found a gem. The ultimate idiot, “A world champion idiot!”. What Brochant doesn’t know is that Pignon is a real jinx, a past master in the art of bringing on catastrophes...",https://image.tmdb.org/t/p/w500/cv6neov6SMLjHytjiU0rgeugoPI.jpg
2697,My Son the Fanatic (1997),Comedy|Drama|Romance,Pakistani taxi-driver Parvez and prostitute Bettina find themselves trapped in the middle when Islamic fundamentalists decide to clean up their local town.,https://image.tmdb.org/t/p/w500/34rfjIEVqmzjN7HMZhrrPgPaHuE.jpg
2699,Arachnophobia (1990),Comedy|Horror,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.",https://image.tmdb.org/t/p/w500/lHjpwv1Yv2RcGcTQb4Lc1cKw1y9.jpg
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,"In this feature film based on the hit animated series, the third graders of South Park sneak into an R-rated film by ultra-vulgar Canadian television personalities Terrance and Phillip, and emerge with expanded vocabularies that leave their parents and teachers scandalized. When outraged Americans try to censor the film, the controversy spirals into a call to wage war on Canada and Terrance and Phillip end up on death row, with the kids their only hope of rescue.",https://image.tmdb.org/t/p/w500/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President Ulysses S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,https://image.tmdb.org/t/p/w500/mCdo7nykEVCa25bjnkwgyX35fjm.jpg
2702,Summer of Sam (1999),Drama,"Spike Lee's take on the ""Son of Sam"" murders in New York City during the summer of 1977 centering on the residents of an Italian-American Northeast Bronx neighborhood who live in fear and distrust of one another.",https://image.tmdb.org/t/p/w500/yvGGA2CbT6xyFVTZUA9f2ok0q5V.jpg
2704,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",Drama|Romance,"Set against Paris' oldest bridge, the Pont Neuf, while it was closed for repairs, this film is a love story between two young vagrants: Alex, a would be circus performer addicted to alcohol and sedatives and Michele, a painter driven to a life on the streets because of a failed relationship and an affliction which is slowly turning her blind.",https://image.tmdb.org/t/p/w500/un81oln6mAv66sqnkgPSpWONUqP.jpg
2705,"Late August, Early September (Fin août, début septembre) (1998)",Drama,A book editor juggles relationships with two women while coping with his best friend's terminal illness.,https://image.tmdb.org/t/p/w500/pBIcJIwqKl9DpStlg5rL33yYTQe.jpg
2706,American Pie (1999),Comedy|Romance,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom.",https://image.tmdb.org/t/p/w500/5P68by2Thn8wHAziyWGEw2O7hco.jpg
2707,Arlington Road (1999),Thriller,"Bedraggled college professor Michael Faraday has been vexed — and increasingly paranoid — since his wife's accidental death in a botched FBI operation. When a seemingly all-American couple set up house next door, Michael begins to suspect there’s more to them than meets the eye.",https://image.tmdb.org/t/p/w500/4yYHyZuyTTQaEZuHKS7561jXjtR.jpg
2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
2709,Muppets From Space (1999),Children|Comedy,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action to rescue their friend.",https://image.tmdb.org/t/p/w500/Aww9cF4uMsbald9ddhCYFoP4gBi.jpg
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",https://image.tmdb.org/t/p/w500/9050VGrYjYrEjpOvDZVAngLbg1f.jpg
2711,My Life So Far (1999),Drama,"A memoir of the lives of a family growing up on a post World War I British estate headed up by a strong disciplinarian, her daughter, her inventor husband, their ten year old son and his older sister. Through the household comes a number of suitors hoping to impress the young woman, including an aviator. When the elder woman's son shows up at the estate with his French fiancé, everything gets thrown into turmoil. The young boy takes a sudden interest in her sexual allure and his father is disturbed by his own non-Victorian feelings.",https://image.tmdb.org/t/p/w500/6lXglg96vfFuHCDdmNof1bdyd0F.jpg
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",https://image.tmdb.org/t/p/w500/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg
2713,Lake Placid (1999),Horror|Thriller,"When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!",https://image.tmdb.org/t/p/w500/pEszakCP8j9E9S0UPLfEa3Cad3O.jpg
2714,"Wood, The (1999)",Drama,"In the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood, California. Flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era.",https://image.tmdb.org/t/p/w500/yEWMSJHkzMLgsTgsvR5TxuP3lBt.jpg
2715,"Velocity of Gary, The (1998)",Comedy|Romance,"When bisexual porn star Valentino meets new-in-town hustler Gary, there is an immediate attraction between the two. Valentino helps get Gary a job at a phone-sex company, and they become fast friends and lovers, but tension threatens their relationship when Gary and Valentino's friend Mary becomes involved. When Valentino finds out he is dying and Mary is going to have his child, the three must work through hard times together.",https://image.tmdb.org/t/p/w500/8wQlK0QukCXXmvmDARAx65wnX4j.jpg
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,https://image.tmdb.org/t/p/w500/u7UioNGwAeWfYPv5pSAZSM0ipSt.jpg
2718,Drop Dead Gorgeous (1999),Comedy,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight.",https://image.tmdb.org/t/p/w500/iMMvFvHhURa4cWv6CxhpwIDjme2.jpg
2719,"Haunting, The (1999)",Horror|Thriller,Dr. David Marrow invites three distinct individuals to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself — and they soon see the true nature of its horror.,https://image.tmdb.org/t/p/w500/xwLldS5JnB4441iS50ha9ZrkaA8.jpg
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",https://image.tmdb.org/t/p/w500/dDcsv1Lql5aM6H4JYfDHjBAXKgT.jpg
2721,Trick (1999),Comedy|Romance,"Gabriel is a young, aspiring musical composer whose life seems stuck in the First Act. When his new musical number gets a critical reception, a theatre colleague, Perry, tells Gabriel that he needs to get a life before he can write about one – so he heads straight for his local gay bar.",https://image.tmdb.org/t/p/w500/3uphUbyfQkiKPt29WIO1vrX0Zyx.jpg
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,"Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives.",https://image.tmdb.org/t/p/w500/fyn0zyCI4kIlbDoHH0Hzv09hDC5.jpg
2723,Mystery Men (1999),Action|Comedy|Fantasy,"When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.",https://image.tmdb.org/t/p/w500/ciVSbFmDecOIwlxl9F6GhHVgCVJ.jpg
2724,Runaway Bride (1999),Comedy|Romance,"Having already left three grooms at the altar, Maggie Carpenter is branded ""the runaway bride"" by jaded New York journalist Ike Graham. But, after his facts are called into question, Ike races to Maggie's hometown to save his reputation and report on her upcoming fourth trip down the aisle – during which he's convinced she'll run again. Though he's there on a muckraking mission, Ike can't help but fall for this breathtaking heartbreaker.",https://image.tmdb.org/t/p/w500/wzivR0yWJStVdhcl0A5rQvVdTQ7.jpg
2725,Twin Falls Idaho (1999),Drama,"Francis and Blake Falls are Siamese twins who live in a neat little room in a rundown hotel. While sharing some organs, Blake is always fit and Francis is very sickly. Into their world comes a young lady, who turns their world upside down. She gets involved with Blake, and convinces the two to attend a Halloween party, where they can pass themselves off as wearing a costume. Eventually Francis becomes really ill, and they have to be separated. They then face the physical and mental strains that come from their proposed separation.",https://image.tmdb.org/t/p/w500/boBbVY67YhGC4PWuqyQFysP3mN4.jpg
2726,"Killing, The (1956)",Crime|Film-Noir,"A literary agent moves into a penthouse apartment. Soon after the move, he receives crime scene photographs that seem to have taken place in his new apartment. Next he receives a series of stalker videotapes that document his every move.",https://image.tmdb.org/t/p/w500/mq7X4O63QKoL69gR80eyrPvSsop.jpg
2727,Killer's Kiss (1955),Crime|Film-Noir,"Davey Gordon, a New York City boxer at the end of his career, falls for dancer Gloria Price. However, their budding relationship is interrupted by Gloria's violent boss, Vincent Rapallo, who has eyes for Gloria. The two decide to skip town, but before they can, Vincent and his thugs abduct Gloria, and Davey is forced to search for her among the most squalid corners of the city, with his enemy hiding in the shadows.",https://image.tmdb.org/t/p/w500/rLbad0lscycS4R3qTSrKguZ0Zz5.jpg
2728,Spartacus (1960),Action|Drama|Romance|War,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",https://image.tmdb.org/t/p/w500/r0Fgg1GyZgzokaiw2HFQv3oPaL2.jpg
2729,Lolita (1962),Drama|Romance,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",https://image.tmdb.org/t/p/w500/9INcC14WZjCMKGE360VXmklCLdZ.jpg
2730,Barry Lyndon (1975),Drama|Romance|War,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",https://image.tmdb.org/t/p/w500/znfLskGQnXYB2xcOGM9eInRHPAV.jpg
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",https://image.tmdb.org/t/p/w500/12PuU23kkDLvTd0nb8hMlE3oShB.jpg
2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,No overview available.,https://image.tmdb.org/t/p/w500/vktpnyXkZorhzCSFgOQszj62iva.jpg
2733,Vibes (1988),Adventure|Comedy|Romance,"Medium Sylvia Pickel and psychometrist Nick Deezy meet at a psychic research facility in New York. Not long after, they're contacted by Harry Buscafusco, who offers them $50,000 to find his lost son in South America, in the heart of Incan territory where they discover an ancient mystical secret, and each other.",https://image.tmdb.org/t/p/w500/yAT8QJquco2dGBEwqQJBLfP7wtM.jpg
2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,An inventor spurns his city life and moves his family into the jungles of Central America to make a utopia.,https://image.tmdb.org/t/p/w500/8A1iDYSp8H5WORWZVCV3E3SpkGD.jpg
2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,"After a Tibetan boy, the mystical Golden Child, is kidnapped by the evil Sardo Numspa, humankind's fate hangs in the balance. On the other side of the world in Los Angeles, the priestess Kee Nang seeks the Chosen One, who will save the boy from death. When Nang sees social worker Chandler Jarrell on television discussing his ability to find missing children, she solicits his expertise, despite his skepticism over being ""chosen.""",https://image.tmdb.org/t/p/w500/9gPphtcGmna90U9CEsWlUVaSkAw.jpg
2736,Brighton Beach Memoirs (1986),Comedy,"Eugene, a young teenage Jewish boy, recalls his memoirs of his time as an adolescent youth. He lives with his parents, his aunt, two cousins, and his brother, Stanley, whom he looks up to and admires. He goes through the hardships of puberty, sexual fantasy, and living the life of a poor boy in a crowded house.",https://image.tmdb.org/t/p/w500/gbvxPS3xCvihxGNLB2xabGnsAoZ.jpg
2737,Assassination (1987),Action|Drama|Thriller,"Brazil is a contract killer, willing to take any job if the price is right. Flint left the assassin game when a ruthless drug dealer’s brutal attack left his wife in a coma. When a contract is put out on the same coldblooded drug dealer, both Brazil and Flint want him dead – one for the money, the other for revenge. With crooked Interpol agents and vicious members of the criminal underworld hot on their trail, these two assassins reluctantly join forces to quickly take out their target before they themselves are terminated.",https://image.tmdb.org/t/p/w500/quJ0kXiQmP7rOg1m6WGmallQiJQ.jpg
2738,Crimes of the Heart (1986),Comedy|Drama,Three sisters try to come to grips with the meaning of their mother's suicide.,https://image.tmdb.org/t/p/w500/lg8npIjYrO0f4UsuNwWwd1TQhW6.jpg
2739,"Color Purple, The (1985)",Drama,"A decades-spanning tale of love and resilience and of one woman's journey to independence. Celie faces many hardships in her life, but ultimately finds extraordinary strength and hope in the unbreakable bonds of sisterhood.",https://image.tmdb.org/t/p/w500/h5bqIxM8GO4TewJ0u6Rzkg58ssJ.jpg
2740,"Kindred, The (1986)",Horror|Sci-Fi,"Amanda's deathbed request to her son, John, was for him to destroy all the lab notes etc. from her last experiment. She also blurts out he had a brother. At the funeral John meets Melissa, who claims to be his mother's biggest fan. Together with some of John's friends they go to Amanda's house, but none are prepared for what they find there.",https://image.tmdb.org/t/p/w500/bDMUr5IQWAwUpFZFFxltLuAIb7N.jpg
2741,No Mercy (1986),Action|Crime|Thriller,"A forensic pathologist is about to retire in order to spend some time with his daughter. However, he is forced to continue working when his daughter is kidnapped.",https://image.tmdb.org/t/p/w500/xDZV58yiQMh1fiuW3QBVBpI02cU.jpg
2743,Native Son (1986),Drama,"In 1940s Chicago, a young black man takes a job as a chauffeur to a white family, which takes a turn for the worse when he accidentally kills the teenage daughter of the couple and then tries to cover it up.",https://image.tmdb.org/t/p/w500/5HNYDlnI145RJWA5BWeomtVZ4JM.jpg
2744,Otello (1986),Drama,An Italian movie about Othello.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
2745,"Mission, The (1986)",Drama,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",https://image.tmdb.org/t/p/w500/iKPsC9EFUafRP9SrUznI61getVP.jpg
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,"Seymour Krelborn is a nerdy orphan working at Mushnik's; a flower shop in urban Skid Row. He harbors a crush on fellow co-worker, Audrey Fulquard, and is berated by Mr. Mushnik daily. One day, Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for it’s supper.",https://image.tmdb.org/t/p/w500/iKkbN17OmFosaW6asCNZTTsyvpu.jpg
2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,"Seymour works in a skid row florist shop and is in love with his beautiful co-worker, Audrey. He creates a new plant that not only talks but cannot survive without human flesh and blood.",https://image.tmdb.org/t/p/w500/s9MrumN9oCfv1rFoEvMLwucWD7V.jpg
